title,link,published,description
My terminal illness has taught me how precious life is – but also the value of a good death | Nathaniel Dye,https://www.theguardian.com/commentisfree/2024/oct/12/terminal-illness-assisted-dying-debate-mps,"Sat, 12 Oct 2024 08:00:20 GMT","<p>The assisted dying bill could alleviate the suffering of society’s most vulnerable, but MPs’ choice is not an easy one</p><p>For me, the assisted dying bill <a href=""https://www.theguardian.com/society/2024/oct/03/mps-vote-first-time-assisted-dying-bill-uk-parliament"">being put before parliament</a> isn’t just government business. It’s personal. Think of me as Schrödinger’s cancer patient: simultaneously living and dying. There’s nothing like the impending approach of the latter to add impetus and urgency to the former. In the two years since diagnosis, my cancer-riddled body has allowed me to engage in a surprising amount of living, from a 100-mile ultra running comeback to a two-month walk from John o’Groats to Land’s End. I’ve found new meaning in life, and campaigning for better NHS treatment has led me to the door of No 10 Downing Street. The prime minister has said that I inspire his government’s work and, even more significantly, my father is proud of me. My sister calls me her hero.</p><p>But despite these two life-affirming years, only 10% of people with my disease can expect to survive for five years; ready or not, death is coming for me. Yes, in between chemo cycles and surgeries I have maintained a very good quality of life, and <a href=""https://www.theguardian.com/society/article/2024/jun/25/speaker-at-labour-manifesto-launch-declared-cancer-free-after-terminal-diagnosis"">there have been periods </a>in which the cancer, while incurable, almost disappeared. Nonetheless I feel myself becoming weaker, and as I approach my end it’s this that dominates my thoughts. For me, death is not an abstract concept but a reality that looms large in my future.</p><p>Nathaniel Dye is a teacher, musician and founder of <a href=""https://bowelcancerbucketlist.com/"">bowelcancerbucketlist.com</a></p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/12/terminal-illness-assisted-dying-debate-mps"">Continue reading...</a>"
Hurricane Milton has left two worlds in its wake. Elon Musk lives in one of them. The other is called reality | Marina Hyde,https://www.theguardian.com/commentisfree/2024/oct/11/hurricane-milton-elon-musk-natural-disasters,"Fri, 11 Oct 2024 13:46:24 GMT","<p>Remember when the existence of natural disasters wasn’t up for ‘debate’? It seems like a long time ago now</p><p>I increasingly wonder why Elon Musk is bothering trying to <a href=""https://www.theguardian.com/technology/2024/sep/15/musk-humans-live-on-mars-spacex"">establish himself on Mars</a>, and not just because it looks like a complete dump up there. (Seriously, if you think that’s beautiful, I have around a hundred thousand disused quarries I’d love to show you right here on Earth.) Watching Hurricane Milton play out on Musk’s platform and elsewhere cemented the notion that the goal of being on another planet along with millions of people had already occurred. The only problem is that this whole other planet is here, sharing meatspace with what we used to call “reality”.</p><p>Once upon a time, relatively recently in the scheme of things, a looming natural disaster would have felt like a fairly ineluctable fact. You couldn’t “debate” a natural disaster any more than you could disagree with gravity. There is a point, we used to say, where you really can’t argue with reality. There is a point where shit gets real. But is there, any more? Certainly that point has receded much further over a still-darkening horizon than we might even have imagined back in, say, 2016, when people were warning of attempts to destroy the <a href=""https://www.npr.org/sections/13.7/2016/04/12/473850478/politics-and-the-fracturing-of-shared-reality"">very notion of shared reality</a>. In fact, it was already receding back in 2004, when a Bush administration official (widely believed to be Karl Rove) spoke disparagingly of what they called “<a href=""https://www.nytimes.com/2004/10/17/magazine/faith-certainty-and-the-presidency-of-george-w-bush.html"">the reality-based community</a>”.</p><p>Marina Hyde is a Guardian columnist</p><p>A year in Westminster: John Crace, Marina Hyde and Pippa Crerar. On Tuesday 3 December, join Crace, Hyde and Crerar as they look back at a political year like no other, live at the Barbican in London and livestreamed globally. Book tickets <a href=""https://www.theguardian.com/guardian-live-events/2024/sep/19/a-year-in-westminster-john-crace-marina-hyde-and-pippa-crerar"">here </a>or at <a href=""https://www.theguardian.com/guardian-live-events/2024/sep/19/a-year-in-westminster-john-crace-marina-hyde-and-pippa-crerar"">guardian.live</a></p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/11/hurricane-milton-elon-musk-natural-disasters"">Continue reading...</a>"
My abuse in the Osho Rajneesh cult has haunted me for decades. Now I’m ready to speak out | Sarito Carroll,https://www.theguardian.com/commentisfree/2024/oct/12/abuse-rajneesh-cult-children-communes,"Sat, 12 Oct 2024 07:00:18 GMT","<p>Children like me, abused under the guise of ‘liberation’, have been left out of narratives about spiritual communes – until now</p><p>In 1978, when I was nine years old, I unexpectedly moved to India with my free-spirited mother, who had recently become a disciple of <a href=""https://www.theguardian.com/tv-and-radio/2018/apr/07/cult-oregon-1980s-terror-netflix-documentary-wild-country"">Bhagwan Shree Rajneesh (later known as Osho)</a>. Like others of her generation, she was swept up in the allure of Rajneesh’s promises: enlightenment, freedom and belonging. Osho denounced traditional religion, offering a new path to self-liberation through cathartic meditations and therapy groups, communal living and free love. In the west, they called Osho the “sex guru”.</p><p>Shortly after our arrival at Rajneesh’s ashram, I was initiated into the community and the guru gave me a new name: Ma Prem Sarito. I felt as if I now belonged, and being in the ashram was an exhilarating adventure, a portal to a world where normal boundaries dissolved. School became a distant memory. The lush gardens and nooks and crannies of the ashram were transformed into a playground where my friends and I roamed freely, liberated from structure and rules. My mother, like many other parents, embraced Rajneesh’s philosophy that children belonged not to their biological parents but to the collective. Before long, I moved into the ashram and rarely interacted with my mother.</p><p>Sarito Carroll is featured in the film <a href=""https://www.theguardian.com/film/2024/oct/02/children-of-the-cult-review-osho-commune-bhagwan-shree-rajneesh-wild-wild-country"">Children of the Cult</a> which screens Sunday 13 October <a href=""https://www.itv.com/presscentre/epweekweek-42-2024-sat-12-oct-fri-18-oct/children-cult"">on ITV and ITVX at 10.20pm</a>. She is the author of In the Shadows of Enlightenment: A Girl’s Journey Through the Osho Rajneesh Cult, due out this autumn</p><p>In the UK, the <a href=""https://www.nspcc.org.uk/"">NSPCC</a> offers support to children on 0800 1111, and adults concerned about a child on 0808 800 5000. The National Association for People Abused in Childhood (<a href=""https://napac.org.uk/"">Napac</a>) offers support for adult survivors on 0808 801 0331. In the US, call or text the <a href=""https://www.childhelp.org/hotline/"">Childhelp</a> abuse hotline on 800-422-4453. In Australia, children, young adults, parents and teachers can contact the <a href=""https://kidshelpline.com.au/"">Kids Helpline</a> on 1800 55 1800, or <a href=""https://bravehearts.org.au/"">Bravehearts</a> on 1800 272 831, and adult survivors can contact <a href=""https://blueknot.org.au/"">Blue Knot Foundation</a> on 1300 657 380. Other sources of help can be found at <a href=""https://childhelplineinternational.org/helplines/"">Child Helplines International</a></p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/12/abuse-rajneesh-cult-children-communes"">Continue reading...</a>"
Martin Rowson on claims that Labour’s tax plans will cause rich people to flee the UK – cartoon,https://www.theguardian.com/commentisfree/picture/2024/oct/11/martin-rowson-claims-labour-tax-plans-rich-people-flee-uk-cartoon,"Fri, 11 Oct 2024 16:17:58 GMT","<a href=""https://www.theguardian.com/commentisfree/picture/2024/oct/11/martin-rowson-claims-labour-tax-plans-rich-people-flee-uk-cartoon"">Continue reading...</a>"
The Guardian view on taxing the rich: essential for economic fairness and growth | Editorial,https://www.theguardian.com/commentisfree/2024/oct/11/the-guardian-view-on-taxing-the-rich-essential-for-economic-fairness-and-growth,"Fri, 11 Oct 2024 16:52:00 GMT","<p>Powerful vested interests are trying to stop the wealthy from paying their fair share. Rachel Reeves should ignore them</p><p>Denis Healey is often misquoted as saying he wanted to “<a href=""https://www.theguardian.com/politics/2015/oct/03/denis-healeys-10-most-celebrated-quotes-former-labour-chancellor"">squeeze the rich until the pips squeak</a>” in the 1970s. He never actually used that phrase. What Labour’s finance spokesman did predict, however, was that his proposed top tax rate would spark “<a href=""https://www.oxfordreference.com/display/10.1093/acref/9780191843730.001.0001/q-oro-ed5-00005282?p=emailAMAJPqOxC9Rs2&amp;amp;d=/10.1093/acref/9780191843730.001.0001/q-oro-ed5-00005282"">howls of anguish from the 80,000 people</a>” wealthy enough to pay. With Labour in power again, it seems <em>plus ça change, plus c’est la même chose</em>. On Thursday this newspaper reported that Rachel Reeves, Healey’s successor in the Treasury, was looking at <a href=""https://www.theguardian.com/uk-news/2024/oct/10/rachel-reeves-capital-gains-tax-rise-budget"">taxing the rich</a> more by increasing capital gains tax. That would be a very good idea. Yet “howls of anguish” fill the airwaves and can be found on <a href=""https://www.ft.com/content/e95bae86-7c43-4241-a98e-ba6064a6a387"">newspaper</a> front pages. Ms Reeves should ignore them.</p><p>For decades the rich have projected ideas that support their interests, notably by reframing political language to valorise “<a href=""https://www.theguardian.com/commentisfree/2007/aug/28/comment.businesscomment"">wealth creators</a>”. Post the financial crisis, this has been a harder sell. But plutocrats won’t easily give up their muscle, privileges and wealth. In Britain, the grossly unfair distribution of power fuels the <a href=""https://www.telegraph.co.uk/politics/2024/10/05/labour-plans-u-turn-on-investment-tax-crackdown/"">effort</a> to protect 3,000 individuals in <a href=""https://cms-lawnow.com/en/ealerts/2024/09/the-taxing-question-of-carried-interest"">private equity</a> from Labour’s plan to make them pay their fair share in tax. It’s absurd to think that successful capitalists require an annual state subsidy of <a href=""https://www.efinancialcareers.co.uk/news/private-equity-carried-interest-pay"">£188,000</a> just to perform their roles. However, this is probably only the beginning of Labour’s efforts. On paper, Britain’s tax system seems relatively progressive, with a headline rate of 47% for those earning over £3m. In reality, nearly a <a href=""https://academic.oup.com/oxrep/article/39/3/406/7245704#414295220"">quarter</a> of this ultra-wealthy group pays less than 12% in taxes.</p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/11/the-guardian-view-on-taxing-the-rich-essential-for-economic-fairness-and-growth"">Continue reading...</a>"
The Guardian view on Han Kang: a bold outsider has been rewarded | Editorial,https://www.theguardian.com/commentisfree/2024/oct/11/the-guardian-view-on-han-kang-a-bold-outsider-has-been-rewarded,"Fri, 11 Oct 2024 16:50:51 GMT","<p>This year’s winner of the Nobel prize for literature is another triumph for South Korean culture</p><p>It was only a question of time before South Korean literature emerged on the world stage. On Thursday Han Kang, author of the cult novel <a href=""https://www.theguardian.com/books/2015/jan/24/the-vegetarian-by-han-kang-review-family-fallout"">The Vegetarian</a>, became the first South Korean writer to be awarded the Nobel prize for literature. This is the latest triumph of <em><a href=""https://www.theguardian.com/world/2022/sep/04/korea-culture-k-pop-music-film-tv-hallyu-v-and-a"">hallyu</a></em> – the South Korean wave – that has been scoring firsts across all cultural forms with the phenomenal success of pop bands like BTS; the 2020 Oscar-winning satire <a href=""https://www.theguardian.com/film/2020/feb/09/parasite-review-bong-joon-ho-tragicomic-masterpiece"">Parasite</a> (the first film not in the English language to take the top prize); TV sensations like <a href=""https://www.theguardian.com/world/2021/oct/08/squid-game-lays-bare-south-koreas-real-life-personal-debt-crisis"">Squid Game</a> (Netflix’s most watched show ever), and <a href=""https://www.theguardian.com/tv-and-radio/2022/mar/25/pachinko-review-min-jin-lee-south-korea"">Pachinko</a>, an adaptation of Min Jin Lee’s bestselling novel, currently in its second series. Now K-lit joins K-pop, K-drama and K-beauty. South <a href=""https://www.theguardian.com/world/2022/sep/04/korea-culture-k-pop-music-film-tv-hallyu-v-and-a"">Korea is a cultural powerhouse</a> – with a Nobel laureate to prove it.</p><p>After a century of colonialism, division, dictatorship and struggle to democracy, South Korean writers have powerful, often unheard, stories to tell. South Korean writing was the focus of the <a href=""https://www.theguardian.com/books/2014/apr/07/inside-story-korea-london-book-fair"">2014 London Book Fair</a>, but it was Han (not among the 10 authors invited over) whose work captured the outside world’s imagination a couple of years later.</p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/11/the-guardian-view-on-han-kang-a-bold-outsider-has-been-rewarded"">Continue reading...</a>"
Assisted dying bill leaves much unanswered | Letters,https://www.theguardian.com/society/2024/oct/11/assisted-dying-bill-leaves-much-unanswered,"Fri, 11 Oct 2024 16:33:38 GMT","<p><strong>Dr Lucy Thomas</strong> says Charles Falconer’s assertion that the type of legislation he is proposing is ‘safe’ does not make it so; plus five other readers respond on questions of palliative care and Kim Leadbeater’s private member’s bill</p><p>If Lord Falconer’s aim (<a href=""https://www.theguardian.com/society/2024/oct/04/why-we-urgently-need-to-change-the-law-on-assisted-dying"">Letters, 4 October</a>) is to develop a safe and compassionate assisted dying law he should want to understand and address, rather than dismiss, the <a href=""https://www.theguardian.com/commentisfree/2024/oct/02/politicians-vote-assisted-dying-bill-healthcare-system"">serious concerns raised by people like me</a> who work with terminally ill patients on a daily basis and who&nbsp;he expects to enact his legislation (<a href=""https://www.theguardian.com/commentisfree/2024/oct/02/politicians-vote-assisted-dying-bill-healthcare-system"">I see the worrying consequences of assisted dying in other countries. Britain’s bill needs&nbsp;a radical rethink, 2 October</a>). He&nbsp;should also be actively seeking&nbsp;to learn from, rather than&nbsp;ignore, what is not working well in other countries.</p><p>Lord Falconer believes there is a fundamental difference between feeling suicidal and wanting a medically assisted death. However, it is absurd to claim that <em>just because</em> someone has a terminal illness they cannot, apparently by definition, be suicidal. On the basis of this claim, he would require doctors to treat a patient saying they want to end their life in a radically different way <em>just because</em> they have a terminal illness. This is not “person-centred” and does not represent “choice” – and has prevented serious deliberation about what would warrant assisting someone to end their life rather than trying to&nbsp;prevent&nbsp;suicide.</p> <a href=""https://www.theguardian.com/society/2024/oct/11/assisted-dying-bill-leaves-much-unanswered"">Continue reading...</a>"
When care homes just don't care | Letter,https://www.theguardian.com/society/2024/oct/11/when-care-homes-just-dont-care,"Fri, 11 Oct 2024 16:26:52 GMT","<p>Is it right that frail, sick and vulnerable elderly people should be used simply as profit generators for private equity companies, asks <strong>Norman Edwards</strong></p><p>Your editorial on the failures of the privatisation of care services (<a href=""https://www.theguardian.com/commentisfree/2024/oct/07/the-guardian-view-on-privatised-care-failures-a-service-crying-out-for-change"">7 October</a>) rightly highlights the shameful situation that has developed for older people in residential care. The Nuffield Foundation’s research clearly shows that the increasing outsourcing of this provision is associated with lower standards of care.</p><p>I have known many care home staff and managers, but never known any who do not want the best for their residents. However, nearly all the largest private providers of care home places for older people are now owned by offshore private equity companies for whom profit is the prime motivation. For these companies, economies of scale, low wages, minimum staffing and cost-cutting are the order of the day. They open larger and larger care homes, often built on cheap land, well away from local communities. These silos of residents, many of whom live out their last few months in loneliness and isolation, pay tens of thousands of pounds a year for the privilege. They often have to spend their savings, and most likely will sell their house to fund their care.</p> <a href=""https://www.theguardian.com/society/2024/oct/11/when-care-homes-just-dont-care"">Continue reading...</a>"
Fears for future of ski tourism as resorts adapt to thawing snow season,https://www.theguardian.com/travel/2024/oct/12/fears-for-future-of-ski-tourism-as-resorts-adapt-to-thawing-snow-season,"Sat, 12 Oct 2024 04:00:16 GMT","<p>While some embrace technological innovations, others are forced to close as global heating causes lack of snowfall</p><p>Sitting at his window in Västerås, central Sweden, Thomas Ohlander is wondering when the winter season might start for his outdoor adventure business, <a href=""https://www.dothenorth.com/"">Do The North</a>. “To schedule a trip we have to be sure of snow,” he says, “And that start date is going backwards at a crazy speed.”</p><p>Each year, Ohlander’s local ice-skating club has recorded the first date on which its members managed to get out on the frozen lakes. In 1988, that date was 4 November; this year the prediction is 4 December.</p> <a href=""https://www.theguardian.com/travel/2024/oct/12/fears-for-future-of-ski-tourism-as-resorts-adapt-to-thawing-snow-season"">Continue reading...</a>"
Dramatic images show the first floods in the Sahara in half a century,https://www.theguardian.com/environment/2024/oct/11/dramatic-images-show-the-first-floods-in-the-sahara-in-half-a-century,"Fri, 11 Oct 2024 11:32:32 GMT","<p>More than year’s worth of rain fell in two days in south-east Morocco, filling up lake that had been dry for decades</p><p>Dramatic pictures have emerged of the first floods in the Sahara in half a century.</p><p>Two days of rainfall in September exceeded yearly averages in several areas of south-east Morocco and caused a deluge, officials of the country’s meteorology agency said in early October. In Tagounite, a village about 450km(280 miles) south of the capital, Rabat, more than 100mm (3.9 inches) was recorded in a 24-hour period.</p> <a href=""https://www.theguardian.com/environment/2024/oct/11/dramatic-images-show-the-first-floods-in-the-sahara-in-half-a-century"">Continue reading...</a>"
Surrey swimming lake could close amid plan to allow in polluted Thames water,https://www.theguardian.com/environment/2024/oct/11/flood-defence-plan-surrey-swimming-ferris-meadow-lake,"Fri, 11 Oct 2024 12:18:24 GMT","<p>50,000 people sign petition against creation of channel for river water through Ferris Meadow Lake</p><p>A freshwater lake that attracts more than 30,000 swimmers a year is under threat of closure from an Environment Agency (EA) plan to reduce flooding that will channel in polluted river water, according to campaigners.</p><p><a href=""https://www.change.org/p/prevent-the-river-thames-scheme-from-flowing-into-shepperton-open-water-swimming-lake"">Almost 50,000 </a>people have signed a petition calling on the EA and Surrey county council to reroute the flood channel away from the lake, which is a site of nature conservation. But the EA and Surrey council seem likely to press ahead with the 50-metre wide channel, bisecting the lake and feeding river floodwater into its centre.</p> <a href=""https://www.theguardian.com/environment/2024/oct/11/flood-defence-plan-surrey-swimming-ferris-meadow-lake"">Continue reading...</a>"
‘It’s mindblowing’: US meteorologists face death threats as hurricane conspiracies surge,https://www.theguardian.com/us-news/2024/oct/11/meteorologists-death-threats-hurricane-conspiracies-misinformation,"Fri, 11 Oct 2024 10:00:53 GMT","<p>Storms Helene and Milton have triggered rise of misinformation stoked by Trump and fellow Republicans</p><p>Meteorologists tracking the advance of <a href=""https://www.theguardian.com/us-news/hurricane-milton"">Hurricane Milton</a> have been targeted by a deluge of conspiracy theories that they were controlling the weather, abuse and even death threats, amid what they say is an unprecedented surge in misinformation as two major hurricanes have hit the US.</p><p>A series of falsehoods and threats have swirled in the two weeks since <a href=""https://www.theguardian.com/us-news/hurricane-helene"">Hurricane Helene</a> tore through six states causing several hundred deaths, followed by Milton crashing into Florida on Wednesday.</p> <a href=""https://www.theguardian.com/us-news/2024/oct/11/meteorologists-death-threats-hurricane-conspiracies-misinformation"">Continue reading...</a>"
UK academies ‘very sorry’ for policies saying pupils must attend when unwell,https://www.theguardian.com/education/2024/oct/12/uk-academies-very-sorry-for-policies-saying-pupils-must-attend-when-unwell,"Sat, 12 Oct 2024 09:00:21 GMT","<p>Parents force U-turn on hardline approach that included ban on absence for period pains without medical information</p><p>Parents have forced three ­academies to abandon hardline attendance policies in which pupils were told to come in even when unwell and were banned from missing school for period pains without further medical information.</p><p>The headteacher of Neale-Wade academy in the market town of March, Cambridgeshire, wrote to parents on Thursday apologising and retracting a previous letter that said that <a href=""https://www.bbc.co.uk/news/articles/cly4zd8xp74o"">absence for period pain would be marked as “unauthorised”</a> – meaning parents could be liable for fines or prosecution – unless the school had “medical information relating” to this.</p> <a href=""https://www.theguardian.com/education/2024/oct/12/uk-academies-very-sorry-for-policies-saying-pupils-must-attend-when-unwell"">Continue reading...</a>"
"Leeds sculpture celebrates 400 women, from suffragists to boxers",https://www.theguardian.com/uk-news/2024/oct/12/leeds-sculpture-names-400-women-pippa-hale-ribbons,"Sat, 12 Oct 2024 14:37:41 GMT","<p>Ribbons, by Pippa Hale and initiated by Labour’s Rachel Reeves, bears names of Leeds women past and present</p><p>A public sculpture celebrating nearly 400 inspirational women has been unveiled in Leeds.</p><p>The work by the artist Pippa Hale, titled Ribbons, features the names of women voted for by the public. “It stemmed from this idea of celebrating lots of women, and also naming them,” <a href=""https://hellorayo.co.uk/hits-radio/west-yorkshire/news/ribbons-sculpture-leeds-celebrating-women/"">Hale said</a>.</p> <a href=""https://www.theguardian.com/uk-news/2024/oct/12/leeds-sculpture-names-400-women-pippa-hale-ribbons"">Continue reading...</a>"
‘We couldn’t grieve’: Dawn Sturgess’s parents await novichok inquiry answers,https://www.theguardian.com/uk-news/2024/oct/12/dawn-sturgess-parents-await-novichok-inquiry-answers,"Sat, 12 Oct 2024 05:00:18 GMT","<p>Exclusive: Caroline and Stan Sturgess hope investigation into daughter’s death will look at how safe the UK is now</p><p>The parents of the woman who died in the Wiltshire novichok poisonings have said they hope <a href=""https://www.dawnsturgess.independent-inquiry.uk/"">an inquiry into her death</a> will answer far-reaching questions about how the tragedy unfolded and allow the family, finally, to grieve fully for her.</p><p>Caroline and Stan Sturgess said they hoped the long-awaited inquiry, which begins in Salisbury on Monday, would scrutinise the actions of the UK and Russian governments and examine how safe the UK is from such attacks now.</p> <a href=""https://www.theguardian.com/uk-news/2024/oct/12/dawn-sturgess-parents-await-novichok-inquiry-answers"">Continue reading...</a>"
"Introduce cats and dogs gradually to prevent fighting, study finds",https://www.theguardian.com/lifeandstyle/2024/oct/12/gradual-introduction-puppy-cat-pets-dogs-trust-study,"Sat, 12 Oct 2024 09:39:09 GMT","<p>First meetings between new puppies and cats should be taken slowly, say Dogs Trust researchers</p><p>The key to stopping your pets from fighting like cats and dogs may lie in how you first introduce them to each other, research suggests.</p><p>People planning on taking a new puppy home to their cat should think about allowing them to get used to each other slowly, according to findings from Dogs Trust.</p> <a href=""https://www.theguardian.com/lifeandstyle/2024/oct/12/gradual-introduction-puppy-cat-pets-dogs-trust-study"">Continue reading...</a>"
UK’s top Catholic bishop urges faithful to lobby MPs to oppose assisted dying,https://www.theguardian.com/society/2024/oct/12/catholic-bishop-cardinal-vincent-nichols-assisted-dying-law,"Sat, 12 Oct 2024 09:03:29 GMT","<p>Cardinal Vincent Nichols says proposed bill could change medical duty of care into ‘duty to kill’</p><p>The UK’s highest-ranking Catholic bishop has urged churchgoers to lobby their MPs to oppose proposed changes in the law around assisted dying in England and Wales, warning people: “be careful what you wish for”.</p><p>In a letter to be read out in the churches of his diocese, Cardinal Vincent Nichols said the proposed changes risk bringing about “a slow change from a duty to care to a duty to kill” for medical professionals.</p> <a href=""https://www.theguardian.com/society/2024/oct/12/catholic-bishop-cardinal-vincent-nichols-assisted-dying-law"">Continue reading...</a>"
Search continues for man after rowing boat capsized in Thames,https://www.theguardian.com/uk-news/2024/oct/12/boat-capsize-missing-thames-surrey-sunbury-police,"Sat, 12 Oct 2024 09:59:13 GMT","<p>Surrey police still trying to find out cause of accident that led to six people entering the water at Sunbury Lock</p><p>The search is continuing for a man missing after a rowing boat capsized on the River Thames.</p><p>Emergency services were called to Sunbury Lock, Sunbury-on-Thames, at about 8.50am on Friday, Surrey police said.</p> <a href=""https://www.theguardian.com/uk-news/2024/oct/12/boat-capsize-missing-thames-surrey-sunbury-police"">Continue reading...</a>"
Carol Vorderman to leave LBC radio show after ‘health scare’,https://www.theguardian.com/culture/2024/oct/11/carol-vorderman-to-leave-lbc-radio-show-after-health-scare,"Fri, 11 Oct 2024 19:10:08 GMT","<p>Broadcaster says she was admitted to hospital and blames ‘burnout’ brought on by working seven days a week</p><p><a href=""https://www.theguardian.com/culture/vorderman"">Carol Vorderman</a> is to leave her Sunday LBC radio show after a “health scare” two weeks ago during which she was admitted to hospital.</p><p>The former Countdown co-host said she was following the advice of her family and friends after an incident that she attributed to “burnout” brought on by seven-day working weeks.</p> <a href=""https://www.theguardian.com/culture/2024/oct/11/carol-vorderman-to-leave-lbc-radio-show-after-health-scare"">Continue reading...</a>"
England’s hair salons face recruitment crisis as gen Z shuns profession,https://www.theguardian.com/business/2024/oct/12/england-hairdressers-salons-recruitment-crisis-gen-z-shuns-profession,"Sat, 12 Oct 2024 04:00:14 GMT","<p>Owners say it’s almost ‘impossible’ to hire new stylists after 70% decline in people enrolling in apprenticeships</p><p>The Covid lockdowns that forced hairdressers to close for months taught us to truly appreciate having our hair cut by a professional, but salons are warning of staff shortages as gen Z shuns a career in the profession.</p><p>The number of trainees enrolling in hairdressing apprenticeships has declined by 70% over the last decade. This, combined with a wave of high street salon closures, means people in the UK could face a longer wait for an appointment in the years to come.</p> <a href=""https://www.theguardian.com/business/2024/oct/12/england-hairdressers-salons-recruitment-crisis-gen-z-shuns-profession"">Continue reading...</a>"
Woman jailed for life after murdering parents and living with bodies in Essex,https://www.theguardian.com/uk-news/2024/oct/11/woman-jailed-life-murdering-parents-bodies-essex-virginia-mccullough,"Fri, 11 Oct 2024 16:36:33 GMT","<p>Virginia McCullough, 36, kept bodies of her father and mother in house for four years after their deaths</p><p>A woman who murdered her parents and lived with their bodies for four years has been jailed for life with a minimum term of 36 years.</p><p>Virginia McCullough, 36, poisoned her father, John McCullough, 70, with prescription medication that she crushed and put into his alcoholic drinks, the prosecutor Lisa Wilding KC told Chelmsford crown court. She then murdered her mother, Lois McCullough, 71, the following day.</p> <a href=""https://www.theguardian.com/uk-news/2024/oct/11/woman-jailed-life-murdering-parents-bodies-essex-virginia-mccullough"">Continue reading...</a>"
Teenagers as young as 13 under suspicion for UK far-right terrorism,https://www.theguardian.com/uk-news/2024/oct/12/teenagers-as-young-as-13-under-suspicion-for-uk-far-right-terrorism,"Sat, 12 Oct 2024 06:00:19 GMT","<p>Experts blame ‘hateful soup’ of social media content as MI5 boss points to threefold increase in under-18s being investigated</p><p>Teenagers as young as 13 are coming under suspicion of engaging in terrorism after being exposed to a toxic cocktail of easily accessible far-right extremism online, experts have warned.</p><p>Insiders describe “a horrible hateful soup” of social media content where children can “pick and mix” terrorist narratives, including the Terrorgram network – recently banned in the UK – of white supremacist channels on Telegram.</p> <a href=""https://www.theguardian.com/uk-news/2024/oct/12/teenagers-as-young-as-13-under-suspicion-for-uk-far-right-terrorism"">Continue reading...</a>"
