title,link,published,description
Nicaragua breaks diplomatic ties with Israel amid ongoing Gaza war,https://www.aljazeera.com/news/2024/10/12/nicaragua-breaks-diplomatic-ties-with-israel-amid-ongoing-gaza-war?traffic_source=rss,"Sat, 12 Oct 2024 01:18:43 +0000","In a largely symbolic move, the Ortega government condemned Israel&#039;s leaders as &#039;fascist&#039; and &#039;genocidal&#039; over Gaza war."
Why are only some US Senate seats up for grabs? What to know in 500 words,https://www.aljazeera.com/news/2024/10/11/why-are-only-some-us-senate-seats-up-for-grabs-what-to-know-in-500-words?traffic_source=rss,"Fri, 11 Oct 2024 23:49:05 +0000","Thirty-four of the 100 total Senate seats are being contested in November, the result of a staggered election system."
US imposes sanctions on Iran’s oil sector over missile attack on Israel,https://www.aljazeera.com/news/2024/10/11/us-imposes-sanctions-on-irans-oil-sector-over-missile-attack-on-israel?traffic_source=rss,"Fri, 11 Oct 2024 23:17:59 +0000",US penalties come as Israeli government considers military response against Iran amid risk of spiralling escalation.
"In new interview, JD Vance dodges questions about Trump’s 2020 defeat",https://www.aljazeera.com/news/2024/10/11/in-new-interview-jd-vance-dodges-questions-about-trumps-2020-defeat?traffic_source=rss,"Fri, 11 Oct 2024 22:30:53 +0000",The US vice presidential candidate and senator brushed aside scrutiny of Trump&#039;s record of election denialism.
Donald Trump to make his pitch for a second term to an all-female town hall,https://www.aljazeera.com/news/2024/10/11/donald-trump-to-make-his-pitch-to-an-all-female-town-hall?traffic_source=rss,"Fri, 11 Oct 2024 22:29:31 +0000","Polls show the former president lags behind his rival among female voters, as the November presidential election nears."
"Boeing to cut 10% workforce, delay 777X delivery as strike takes toll",https://www.aljazeera.com/economy/2024/10/11/boeing-to-cut-10-workforce-delay-777x-delivery-as-strike-takes-toll?traffic_source=rss,"Fri, 11 Oct 2024 21:35:49 +0000","The strike is costing Boeing $1bn a month, making it critical for the firm to end the work stoppage."
Will Israel attack Iran’s nuclear sites?,https://www.aljazeera.com/program/inside-story/2024/10/11/will-israel-attack-irans-nuclear-sites?traffic_source=rss,"Fri, 11 Oct 2024 20:16:48 +0000",Israel is weighing up its response to Iran&#039;s ballistic missile attacks.
Thousands trapped in Jabalia as Israel steps up attacks in northern Gaza,https://www.aljazeera.com/news/2024/10/11/thousands-trapped-in-jabalia-as-israel-steps-up-attacks-in-northern-gaza?traffic_source=rss,"Fri, 11 Oct 2024 19:25:44 +0000",MSF says &#039;no body allowed to get in or out&#039; in Jabalia as Israeli strikes across enclave kill dozens of Palestinians.
Poland to temporarily suspend asylum rights amid Belarus border tensions,https://www.aljazeera.com/news/2024/10/12/poland-to-temporarily-suspend-asylum-rights-amid-belarus-border-tensions?traffic_source=rss,"Sat, 12 Oct 2024 14:33:07 +0000",The move aims to curb a border crisis that Warsaw says has been orchestrated by Minsk and its ally Russia.
How can Israel attack Syria?,https://www.aljazeera.com/news/2024/10/12/how-can-israel-attack-syria?traffic_source=rss,"Sat, 12 Oct 2024 14:07:50 +0000",There have been numerous attacks on Syria blamed on or claimed by Israel. Why is this still happening?
EU ‘gravely concerned’ over Israeli bill seeking to ban UNRWA,https://www.aljazeera.com/news/2024/10/12/eu-gravely-concerned-over-bill-seeking-to-ban-unrwa-in-israel?traffic_source=rss,"Sat, 12 Oct 2024 13:37:39 +0000",EU warns of &#039;disastrous consequences&#039; from a draft bill banning the UN agency for Palestinian refugees in Israel.
"Risk of nuclear war rising amid global conflicts, Nobel peace laureate says",https://www.aljazeera.com/news/2024/10/12/risk-of-nuclear-war-rising-amid-global-conflicts-nobel-peace-laureate-says?traffic_source=rss,"Sat, 12 Oct 2024 12:49:29 +0000",&#039;Path to self-destruction&#039;: Survivors recall horrors of nuclear bombings as they draw parallels to ongoing wars.
Israel’s mass detention of Palestinians is aimed to break our spirit,https://www.aljazeera.com/opinions/2024/10/12/israels-mass-detention-of-palestinians-is-aimed-to-break-our-spirit?traffic_source=rss,"Sat, 12 Oct 2024 12:48:39 +0000",But my own imprisonment without charge has made me more resilient.
Takeaways from Hurricane Milton: The ‘fingerprints of climate change’,https://www.aljazeera.com/news/2024/10/12/takeaways-from-hurricane-milton-the-fingerprints-of-climate-change?traffic_source=rss,"Sat, 12 Oct 2024 11:55:52 +0000","While storm surge was lower than feared, destructive tornadoes and heavier rainfall are part of new trend, experts warn."
Israeli army threatens to attack ambulances in southern Lebanon,https://www.aljazeera.com/news/2024/10/12/israeli-army-threatens-to-target-ambulances-in-lebanon?traffic_source=rss,"Sat, 12 Oct 2024 11:34:43 +0000","After hitting UN peacekeepers, military claims without evidence that Hezbollah is using ambulances for fighters."
"One year in, Israel’s ‘new Middle East’",https://www.aljazeera.com/program/the-listening-post/2024/10/12/one-year-in-israels-new-middle?traffic_source=rss,"Sat, 12 Oct 2024 11:03:14 +0000","A ferocious assault on north Gaza, unprecedented attacks on the West Bank and intensifying bombings of Lebanon."
"Half-life, half-house: Portrait of a Palestinian family after Israeli raids",https://www.aljazeera.com/features/2024/10/12/half-life-half-house-portrait-of-a-palestinian-family-after-israeli-raids?traffic_source=rss,"Sat, 12 Oct 2024 10:55:38 +0000",Akram Nasser and his children live in a house with no front wall or running water. But they have no intention to leave.
‘Nothing but lies’: New Navalny memoir foretells collapse of Putin’s regime,https://www.aljazeera.com/news/2024/10/12/nothing-but-lies-new-navalny-memoir-foretells-collapse-of-putins-regime?traffic_source=rss,"Sat, 12 Oct 2024 10:52:44 +0000","Posthumous memoir, Patriot, of Russian opposition leader who died in prison is set to be released on October 22."
Israeli strike on northern Gaza’s Jabalia refugee camp kills 22,https://www.aljazeera.com/news/2024/10/12/several-killed-in-israeli-strikes-on-northern-gazas-jabalia?traffic_source=rss,"Sat, 12 Oct 2024 08:20:30 +0000",Thousands trapped as Israeli military issues evacuation orders for residents to move towards the south of the enclave.
Marine Le Pen’s niece starts own party: What it means for French far-right,https://www.aljazeera.com/news/2024/10/12/marine-le-pens-niece-starts-own-party-what-it-means-for-french-far-right?traffic_source=rss,"Sat, 12 Oct 2024 08:05:29 +0000","Marion Marechal, 34, has launched Identite-Libertes, through which she hopes to strengthen France&#039;s &#039;national camp&#039;."
From Uzbek disco to Uighur rock: Forgotten sounds of the Silk Road,https://www.aljazeera.com/features/2024/10/12/from-uzbek-disco-to-uighur-rock-forgotten-sounds-of-the-silk-road?traffic_source=rss,"Sat, 12 Oct 2024 06:36:34 +0000",A new album of rare grooves from Soviet Central Asia reveals an era when the region was a crucible for musical fusion.
"Russia-Ukraine war: List of key events, day 960",https://www.aljazeera.com/news/2024/10/12/russia-ukraine-war-list-of-key-events-day-960?traffic_source=rss,"Sat, 12 Oct 2024 06:25:51 +0000","As the war enters its 960th day, these are the main developments."
US Justice Department sues Virginia for purging voters before election,https://www.aljazeera.com/news/2024/10/12/us-justice-department-sues-virginia-for-purging-voters-before-election?traffic_source=rss,"Sat, 12 Oct 2024 05:12:57 +0000","Move comes as Republicans increasingly emphasise chance of noncitizen voting, despite little evidence of risk posed."
"Caught in India-China clashes, Ladakh’s nomadic herders fear for future",https://www.aljazeera.com/features/2024/10/12/caught-in-india-china-clashes-ladakhs-nomadic-herders-fear-for-future?traffic_source=rss,"Sat, 12 Oct 2024 05:04:10 +0000",Constant military patrols near the Indo-China border have shrunk pastures and are extinguishing tradition.
"Trump calls for death penalty for migrants who kill US citizens, police",https://www.aljazeera.com/news/2024/10/12/trump-calls-for-death-penalty-for-migrants-who-kill-us-citizens-police?traffic_source=rss,"Sat, 12 Oct 2024 02:45:01 +0000","The Republican also pledged to &#039;expedite the removals&#039; of migrants upon taking office, if re-elected on November 5."
Nicaragua breaks diplomatic ties with Israel amid ongoing Gaza war,https://www.aljazeera.com/news/2024/10/12/nicaragua-breaks-diplomatic-ties-with-israel-amid-ongoing-gaza-war?traffic_source=rss,"Sat, 12 Oct 2024 01:18:43 +0000","In a largely symbolic move, the Ortega government condemned Israel&#039;s leaders as &#039;fascist&#039; and &#039;genocidal&#039; over Gaza war."
Why are only some US Senate seats up for grabs? What to know in 500 words,https://www.aljazeera.com/news/2024/10/11/why-are-only-some-us-senate-seats-up-for-grabs-what-to-know-in-500-words?traffic_source=rss,"Fri, 11 Oct 2024 23:49:05 +0000","Thirty-four of the 100 total Senate seats are being contested in November, the result of a staggered election system."
US imposes sanctions on Iran’s oil sector over missile attack on Israel,https://www.aljazeera.com/news/2024/10/11/us-imposes-sanctions-on-irans-oil-sector-over-missile-attack-on-israel?traffic_source=rss,"Fri, 11 Oct 2024 23:17:59 +0000",US penalties come as Israeli government considers military response against Iran amid risk of spiralling escalation.
"In new interview, JD Vance dodges questions about Trump’s 2020 defeat",https://www.aljazeera.com/news/2024/10/11/in-new-interview-jd-vance-dodges-questions-about-trumps-2020-defeat?traffic_source=rss,"Fri, 11 Oct 2024 22:30:53 +0000",The US vice presidential candidate and senator brushed aside scrutiny of Trump&#039;s record of election denialism.
Donald Trump to make his pitch for a second term to an all-female town hall,https://www.aljazeera.com/news/2024/10/11/donald-trump-to-make-his-pitch-to-an-all-female-town-hall?traffic_source=rss,"Fri, 11 Oct 2024 22:29:31 +0000","Polls show the former president lags behind his rival among female voters, as the November presidential election nears."
"Boeing to cut 10% workforce, delay 777X delivery as strike takes toll",https://www.aljazeera.com/economy/2024/10/11/boeing-to-cut-10-workforce-delay-777x-delivery-as-strike-takes-toll?traffic_source=rss,"Fri, 11 Oct 2024 21:35:49 +0000","The strike is costing Boeing $1bn a month, making it critical for the firm to end the work stoppage."
Will Israel attack Iran’s nuclear sites?,https://www.aljazeera.com/program/inside-story/2024/10/11/will-israel-attack-irans-nuclear-sites?traffic_source=rss,"Fri, 11 Oct 2024 20:16:48 +0000",Israel is weighing up its response to Iran&#039;s ballistic missile attacks.
Thousands trapped in Jabalia as Israel steps up attacks in northern Gaza,https://www.aljazeera.com/news/2024/10/11/thousands-trapped-in-jabalia-as-israel-steps-up-attacks-in-northern-gaza?traffic_source=rss,"Fri, 11 Oct 2024 19:25:44 +0000",MSF says &#039;no body allowed to get in or out&#039; in Jabalia as Israeli strikes across enclave kill dozens of Palestinians.
Poland to temporarily suspend asylum rights amid Belarus border tensions,https://www.aljazeera.com/news/2024/10/12/poland-to-temporarily-suspend-asylum-rights-amid-belarus-border-tensions?traffic_source=rss,"Sat, 12 Oct 2024 14:33:07 +0000",The move aims to curb a border crisis that Warsaw says has been orchestrated by Minsk and its ally Russia.
How can Israel attack Syria?,https://www.aljazeera.com/news/2024/10/12/how-can-israel-attack-syria?traffic_source=rss,"Sat, 12 Oct 2024 14:07:50 +0000",There have been numerous attacks on Syria blamed on or claimed by Israel. Why is this still happening?
EU ‘gravely concerned’ over Israeli bill seeking to ban UNRWA,https://www.aljazeera.com/news/2024/10/12/eu-gravely-concerned-over-bill-seeking-to-ban-unrwa-in-israel?traffic_source=rss,"Sat, 12 Oct 2024 13:37:39 +0000",EU warns of &#039;disastrous consequences&#039; from a draft bill banning the UN agency for Palestinian refugees in Israel.
"Risk of nuclear war rising amid global conflicts, Nobel peace laureate says",https://www.aljazeera.com/news/2024/10/12/risk-of-nuclear-war-rising-amid-global-conflicts-nobel-peace-laureate-says?traffic_source=rss,"Sat, 12 Oct 2024 12:49:29 +0000",&#039;Path to self-destruction&#039;: Survivors recall horrors of nuclear bombings as they draw parallels to ongoing wars.
Israel’s mass detention of Palestinians is aimed to break our spirit,https://www.aljazeera.com/opinions/2024/10/12/israels-mass-detention-of-palestinians-is-aimed-to-break-our-spirit?traffic_source=rss,"Sat, 12 Oct 2024 12:48:39 +0000",But my own imprisonment without charge has made me more resilient.
Takeaways from Hurricane Milton: The ‘fingerprints of climate change’,https://www.aljazeera.com/news/2024/10/12/takeaways-from-hurricane-milton-the-fingerprints-of-climate-change?traffic_source=rss,"Sat, 12 Oct 2024 11:55:52 +0000","While storm surge was lower than feared, destructive tornadoes and heavier rainfall are part of new trend, experts warn."
Israeli army threatens to attack ambulances in southern Lebanon,https://www.aljazeera.com/news/2024/10/12/israeli-army-threatens-to-target-ambulances-in-lebanon?traffic_source=rss,"Sat, 12 Oct 2024 11:34:43 +0000","After hitting UN peacekeepers, military claims without evidence that Hezbollah is using ambulances for fighters."
"One year in, Israel’s ‘new Middle East’",https://www.aljazeera.com/program/the-listening-post/2024/10/12/one-year-in-israels-new-middle?traffic_source=rss,"Sat, 12 Oct 2024 11:03:14 +0000","A ferocious assault on north Gaza, unprecedented attacks on the West Bank and intensifying bombings of Lebanon."
"Half-life, half-house: Portrait of a Palestinian family after Israeli raids",https://www.aljazeera.com/features/2024/10/12/half-life-half-house-portrait-of-a-palestinian-family-after-israeli-raids?traffic_source=rss,"Sat, 12 Oct 2024 10:55:38 +0000",Akram Nasser and his children live in a house with no front wall or running water. But they have no intention to leave.
‘Nothing but lies’: New Navalny memoir foretells collapse of Putin’s regime,https://www.aljazeera.com/news/2024/10/12/nothing-but-lies-new-navalny-memoir-foretells-collapse-of-putins-regime?traffic_source=rss,"Sat, 12 Oct 2024 10:52:44 +0000","Posthumous memoir, Patriot, of Russian opposition leader who died in prison is set to be released on October 22."
Israeli strike on northern Gaza’s Jabalia refugee camp kills 22,https://www.aljazeera.com/news/2024/10/12/several-killed-in-israeli-strikes-on-northern-gazas-jabalia?traffic_source=rss,"Sat, 12 Oct 2024 08:20:30 +0000",Thousands trapped as Israeli military issues evacuation orders for residents to move towards the south of the enclave.
Marine Le Pen’s niece starts own party: What it means for French far-right,https://www.aljazeera.com/news/2024/10/12/marine-le-pens-niece-starts-own-party-what-it-means-for-french-far-right?traffic_source=rss,"Sat, 12 Oct 2024 08:05:29 +0000","Marion Marechal, 34, has launched Identite-Libertes, through which she hopes to strengthen France&#039;s &#039;national camp&#039;."
From Uzbek disco to Uighur rock: Forgotten sounds of the Silk Road,https://www.aljazeera.com/features/2024/10/12/from-uzbek-disco-to-uighur-rock-forgotten-sounds-of-the-silk-road?traffic_source=rss,"Sat, 12 Oct 2024 06:36:34 +0000",A new album of rare grooves from Soviet Central Asia reveals an era when the region was a crucible for musical fusion.
"Russia-Ukraine war: List of key events, day 960",https://www.aljazeera.com/news/2024/10/12/russia-ukraine-war-list-of-key-events-day-960?traffic_source=rss,"Sat, 12 Oct 2024 06:25:51 +0000","As the war enters its 960th day, these are the main developments."
US Justice Department sues Virginia for purging voters before election,https://www.aljazeera.com/news/2024/10/12/us-justice-department-sues-virginia-for-purging-voters-before-election?traffic_source=rss,"Sat, 12 Oct 2024 05:12:57 +0000","Move comes as Republicans increasingly emphasise chance of noncitizen voting, despite little evidence of risk posed."
"Caught in India-China clashes, Ladakh’s nomadic herders fear for future",https://www.aljazeera.com/features/2024/10/12/caught-in-india-china-clashes-ladakhs-nomadic-herders-fear-for-future?traffic_source=rss,"Sat, 12 Oct 2024 05:04:10 +0000",Constant military patrols near the Indo-China border have shrunk pastures and are extinguishing tradition.
"Trump calls for death penalty for migrants who kill US citizens, police",https://www.aljazeera.com/news/2024/10/12/trump-calls-for-death-penalty-for-migrants-who-kill-us-citizens-police?traffic_source=rss,"Sat, 12 Oct 2024 02:45:01 +0000","The Republican also pledged to &#039;expedite the removals&#039; of migrants upon taking office, if re-elected on November 5."
Nicaragua breaks diplomatic ties with Israel amid ongoing Gaza war,https://www.aljazeera.com/news/2024/10/12/nicaragua-breaks-diplomatic-ties-with-israel-amid-ongoing-gaza-war?traffic_source=rss,"Sat, 12 Oct 2024 01:18:43 +0000","In a largely symbolic move, the Ortega government condemned Israel&#039;s leaders as &#039;fascist&#039; and &#039;genocidal&#039; over Gaza war."
Why are only some US Senate seats up for grabs? What to know in 500 words,https://www.aljazeera.com/news/2024/10/11/why-are-only-some-us-senate-seats-up-for-grabs-what-to-know-in-500-words?traffic_source=rss,"Fri, 11 Oct 2024 23:49:05 +0000","Thirty-four of the 100 total Senate seats are being contested in November, the result of a staggered election system."
US imposes sanctions on Iran’s oil sector over missile attack on Israel,https://www.aljazeera.com/news/2024/10/11/us-imposes-sanctions-on-irans-oil-sector-over-missile-attack-on-israel?traffic_source=rss,"Fri, 11 Oct 2024 23:17:59 +0000",US penalties come as Israeli government considers military response against Iran amid risk of spiralling escalation.
"In new interview, JD Vance dodges questions about Trump’s 2020 defeat",https://www.aljazeera.com/news/2024/10/11/in-new-interview-jd-vance-dodges-questions-about-trumps-2020-defeat?traffic_source=rss,"Fri, 11 Oct 2024 22:30:53 +0000",The US vice presidential candidate and senator brushed aside scrutiny of Trump&#039;s record of election denialism.
Donald Trump to make his pitch for a second term to an all-female town hall,https://www.aljazeera.com/news/2024/10/11/donald-trump-to-make-his-pitch-to-an-all-female-town-hall?traffic_source=rss,"Fri, 11 Oct 2024 22:29:31 +0000","Polls show the former president lags behind his rival among female voters, as the November presidential election nears."
"Boeing to cut 10% workforce, delay 777X delivery as strike takes toll",https://www.aljazeera.com/economy/2024/10/11/boeing-to-cut-10-workforce-delay-777x-delivery-as-strike-takes-toll?traffic_source=rss,"Fri, 11 Oct 2024 21:35:49 +0000","The strike is costing Boeing $1bn a month, making it critical for the firm to end the work stoppage."
Will Israel attack Iran’s nuclear sites?,https://www.aljazeera.com/program/inside-story/2024/10/11/will-israel-attack-irans-nuclear-sites?traffic_source=rss,"Fri, 11 Oct 2024 20:16:48 +0000",Israel is weighing up its response to Iran&#039;s ballistic missile attacks.
Thousands trapped in Jabalia as Israel steps up attacks in northern Gaza,https://www.aljazeera.com/news/2024/10/11/thousands-trapped-in-jabalia-as-israel-steps-up-attacks-in-northern-gaza?traffic_source=rss,"Fri, 11 Oct 2024 19:25:44 +0000",MSF says &#039;no body allowed to get in or out&#039; in Jabalia as Israeli strikes across enclave kill dozens of Palestinians.
Poland to temporarily suspend asylum rights amid Belarus border tensions,https://www.aljazeera.com/news/2024/10/12/poland-to-temporarily-suspend-asylum-rights-amid-belarus-border-tensions?traffic_source=rss,"Sat, 12 Oct 2024 14:33:07 +0000",The move aims to curb a border crisis that Warsaw says has been orchestrated by Minsk and its ally Russia.
How can Israel attack Syria?,https://www.aljazeera.com/news/2024/10/12/how-can-israel-attack-syria?traffic_source=rss,"Sat, 12 Oct 2024 14:07:50 +0000",There have been numerous attacks on Syria blamed on or claimed by Israel. Why is this still happening?
EU ‘gravely concerned’ over Israeli bill seeking to ban UNRWA,https://www.aljazeera.com/news/2024/10/12/eu-gravely-concerned-over-bill-seeking-to-ban-unrwa-in-israel?traffic_source=rss,"Sat, 12 Oct 2024 13:37:39 +0000",EU warns of &#039;disastrous consequences&#039; from a draft bill banning the UN agency for Palestinian refugees in Israel.
"Risk of nuclear war rising amid global conflicts, Nobel peace laureate says",https://www.aljazeera.com/news/2024/10/12/risk-of-nuclear-war-rising-amid-global-conflicts-nobel-peace-laureate-says?traffic_source=rss,"Sat, 12 Oct 2024 12:49:29 +0000",&#039;Path to self-destruction&#039;: Survivors recall horrors of nuclear bombings as they draw parallels to ongoing wars.
Israel’s mass detention of Palestinians is aimed to break our spirit,https://www.aljazeera.com/opinions/2024/10/12/israels-mass-detention-of-palestinians-is-aimed-to-break-our-spirit?traffic_source=rss,"Sat, 12 Oct 2024 12:48:39 +0000",But my own imprisonment without charge has made me more resilient.
Takeaways from Hurricane Milton: The ‘fingerprints of climate change’,https://www.aljazeera.com/news/2024/10/12/takeaways-from-hurricane-milton-the-fingerprints-of-climate-change?traffic_source=rss,"Sat, 12 Oct 2024 11:55:52 +0000","While storm surge was lower than feared, destructive tornadoes and heavier rainfall are part of new trend, experts warn."
Israeli army threatens to attack ambulances in southern Lebanon,https://www.aljazeera.com/news/2024/10/12/israeli-army-threatens-to-target-ambulances-in-lebanon?traffic_source=rss,"Sat, 12 Oct 2024 11:34:43 +0000","After hitting UN peacekeepers, military claims without evidence that Hezbollah is using ambulances for fighters."
"One year in, Israel’s ‘new Middle East’",https://www.aljazeera.com/program/the-listening-post/2024/10/12/one-year-in-israels-new-middle?traffic_source=rss,"Sat, 12 Oct 2024 11:03:14 +0000","A ferocious assault on north Gaza, unprecedented attacks on the West Bank and intensifying bombings of Lebanon."
"Half-life, half-house: Portrait of a Palestinian family after Israeli raids",https://www.aljazeera.com/features/2024/10/12/half-life-half-house-portrait-of-a-palestinian-family-after-israeli-raids?traffic_source=rss,"Sat, 12 Oct 2024 10:55:38 +0000",Akram Nasser and his children live in a house with no front wall or running water. But they have no intention to leave.
‘Nothing but lies’: New Navalny memoir foretells collapse of Putin’s regime,https://www.aljazeera.com/news/2024/10/12/nothing-but-lies-new-navalny-memoir-foretells-collapse-of-putins-regime?traffic_source=rss,"Sat, 12 Oct 2024 10:52:44 +0000","Posthumous memoir, Patriot, of Russian opposition leader who died in prison is set to be released on October 22."
Israeli strike on northern Gaza’s Jabalia refugee camp kills 22,https://www.aljazeera.com/news/2024/10/12/several-killed-in-israeli-strikes-on-northern-gazas-jabalia?traffic_source=rss,"Sat, 12 Oct 2024 08:20:30 +0000",Thousands trapped as Israeli military issues evacuation orders for residents to move towards the south of the enclave.
Marine Le Pen’s niece starts own party: What it means for French far-right,https://www.aljazeera.com/news/2024/10/12/marine-le-pens-niece-starts-own-party-what-it-means-for-french-far-right?traffic_source=rss,"Sat, 12 Oct 2024 08:05:29 +0000","Marion Marechal, 34, has launched Identite-Libertes, through which she hopes to strengthen France&#039;s &#039;national camp&#039;."
From Uzbek disco to Uighur rock: Forgotten sounds of the Silk Road,https://www.aljazeera.com/features/2024/10/12/from-uzbek-disco-to-uighur-rock-forgotten-sounds-of-the-silk-road?traffic_source=rss,"Sat, 12 Oct 2024 06:36:34 +0000",A new album of rare grooves from Soviet Central Asia reveals an era when the region was a crucible for musical fusion.
"Russia-Ukraine war: List of key events, day 960",https://www.aljazeera.com/news/2024/10/12/russia-ukraine-war-list-of-key-events-day-960?traffic_source=rss,"Sat, 12 Oct 2024 06:25:51 +0000","As the war enters its 960th day, these are the main developments."
US Justice Department sues Virginia for purging voters before election,https://www.aljazeera.com/news/2024/10/12/us-justice-department-sues-virginia-for-purging-voters-before-election?traffic_source=rss,"Sat, 12 Oct 2024 05:12:57 +0000","Move comes as Republicans increasingly emphasise chance of noncitizen voting, despite little evidence of risk posed."
"Caught in India-China clashes, Ladakh’s nomadic herders fear for future",https://www.aljazeera.com/features/2024/10/12/caught-in-india-china-clashes-ladakhs-nomadic-herders-fear-for-future?traffic_source=rss,"Sat, 12 Oct 2024 05:04:10 +0000",Constant military patrols near the Indo-China border have shrunk pastures and are extinguishing tradition.
"Trump calls for death penalty for migrants who kill US citizens, police",https://www.aljazeera.com/news/2024/10/12/trump-calls-for-death-penalty-for-migrants-who-kill-us-citizens-police?traffic_source=rss,"Sat, 12 Oct 2024 02:45:01 +0000","The Republican also pledged to &#039;expedite the removals&#039; of migrants upon taking office, if re-elected on November 5."
Nicaragua breaks diplomatic ties with Israel amid ongoing Gaza war,https://www.aljazeera.com/news/2024/10/12/nicaragua-breaks-diplomatic-ties-with-israel-amid-ongoing-gaza-war?traffic_source=rss,"Sat, 12 Oct 2024 01:18:43 +0000","In a largely symbolic move, the Ortega government condemned Israel&#039;s leaders as &#039;fascist&#039; and &#039;genocidal&#039; over Gaza war."
Why are only some US Senate seats up for grabs? What to know in 500 words,https://www.aljazeera.com/news/2024/10/11/why-are-only-some-us-senate-seats-up-for-grabs-what-to-know-in-500-words?traffic_source=rss,"Fri, 11 Oct 2024 23:49:05 +0000","Thirty-four of the 100 total Senate seats are being contested in November, the result of a staggered election system."
US imposes sanctions on Iran’s oil sector over missile attack on Israel,https://www.aljazeera.com/news/2024/10/11/us-imposes-sanctions-on-irans-oil-sector-over-missile-attack-on-israel?traffic_source=rss,"Fri, 11 Oct 2024 23:17:59 +0000",US penalties come as Israeli government considers military response against Iran amid risk of spiralling escalation.
"In new interview, JD Vance dodges questions about Trump’s 2020 defeat",https://www.aljazeera.com/news/2024/10/11/in-new-interview-jd-vance-dodges-questions-about-trumps-2020-defeat?traffic_source=rss,"Fri, 11 Oct 2024 22:30:53 +0000",The US vice presidential candidate and senator brushed aside scrutiny of Trump&#039;s record of election denialism.
Donald Trump to make his pitch for a second term to an all-female town hall,https://www.aljazeera.com/news/2024/10/11/donald-trump-to-make-his-pitch-to-an-all-female-town-hall?traffic_source=rss,"Fri, 11 Oct 2024 22:29:31 +0000","Polls show the former president lags behind his rival among female voters, as the November presidential election nears."
"Boeing to cut 10% workforce, delay 777X delivery as strike takes toll",https://www.aljazeera.com/economy/2024/10/11/boeing-to-cut-10-workforce-delay-777x-delivery-as-strike-takes-toll?traffic_source=rss,"Fri, 11 Oct 2024 21:35:49 +0000","The strike is costing Boeing $1bn a month, making it critical for the firm to end the work stoppage."
Will Israel attack Iran’s nuclear sites?,https://www.aljazeera.com/program/inside-story/2024/10/11/will-israel-attack-irans-nuclear-sites?traffic_source=rss,"Fri, 11 Oct 2024 20:16:48 +0000",Israel is weighing up its response to Iran&#039;s ballistic missile attacks.
Thousands trapped in Jabalia as Israel steps up attacks in northern Gaza,https://www.aljazeera.com/news/2024/10/11/thousands-trapped-in-jabalia-as-israel-steps-up-attacks-in-northern-gaza?traffic_source=rss,"Fri, 11 Oct 2024 19:25:44 +0000",MSF says &#039;no body allowed to get in or out&#039; in Jabalia as Israeli strikes across enclave kill dozens of Palestinians.
Poland to temporarily suspend asylum rights amid Belarus border tensions,https://www.aljazeera.com/news/2024/10/12/poland-to-temporarily-suspend-asylum-rights-amid-belarus-border-tensions?traffic_source=rss,"Sat, 12 Oct 2024 14:33:07 +0000",The move aims to curb a border crisis that Warsaw says has been orchestrated by Minsk and its ally Russia.
How can Israel attack Syria?,https://www.aljazeera.com/news/2024/10/12/how-can-israel-attack-syria?traffic_source=rss,"Sat, 12 Oct 2024 14:07:50 +0000",There have been numerous attacks on Syria blamed on or claimed by Israel. Why is this still happening?
EU ‘gravely concerned’ over Israeli bill seeking to ban UNRWA,https://www.aljazeera.com/news/2024/10/12/eu-gravely-concerned-over-bill-seeking-to-ban-unrwa-in-israel?traffic_source=rss,"Sat, 12 Oct 2024 13:37:39 +0000",EU warns of &#039;disastrous consequences&#039; from a draft bill banning the UN agency for Palestinian refugees in Israel.
"Risk of nuclear war rising amid global conflicts, Nobel peace laureate says",https://www.aljazeera.com/news/2024/10/12/risk-of-nuclear-war-rising-amid-global-conflicts-nobel-peace-laureate-says?traffic_source=rss,"Sat, 12 Oct 2024 12:49:29 +0000",&#039;Path to self-destruction&#039;: Survivors recall horrors of nuclear bombings as they draw parallels to ongoing wars.
Israel’s mass detention of Palestinians is aimed to break our spirit,https://www.aljazeera.com/opinions/2024/10/12/israels-mass-detention-of-palestinians-is-aimed-to-break-our-spirit?traffic_source=rss,"Sat, 12 Oct 2024 12:48:39 +0000",But my own imprisonment without charge has made me more resilient.
Takeaways from Hurricane Milton: The ‘fingerprints of climate change’,https://www.aljazeera.com/news/2024/10/12/takeaways-from-hurricane-milton-the-fingerprints-of-climate-change?traffic_source=rss,"Sat, 12 Oct 2024 11:55:52 +0000","While storm surge was lower than feared, destructive tornadoes and heavier rainfall are part of new trend, experts warn."
Israeli army threatens to attack ambulances in southern Lebanon,https://www.aljazeera.com/news/2024/10/12/israeli-army-threatens-to-target-ambulances-in-lebanon?traffic_source=rss,"Sat, 12 Oct 2024 11:34:43 +0000","After hitting UN peacekeepers, military claims without evidence that Hezbollah is using ambulances for fighters."
"One year in, Israel’s ‘new Middle East’",https://www.aljazeera.com/program/the-listening-post/2024/10/12/one-year-in-israels-new-middle?traffic_source=rss,"Sat, 12 Oct 2024 11:03:14 +0000","A ferocious assault on north Gaza, unprecedented attacks on the West Bank and intensifying bombings of Lebanon."
